inspector_name,inspection_date,slip_no,product_name,start_time,end_time,work_minutes,tehai_no,order_no,bottom_ng_count,slat_ng_count,balance_ng_count,ng_total
小林陽,2026-01-05,SLIP-260105014,RS-120X200-GY,09:17:41,09:22:33,4.9,TEH-260105014,ORD-260105-014,0,0,0,0
加藤葵,2026-01-05,SLIP-260105015,VB-50-80X150-IV,09:14:42,09:23:02,8.3,TEH-260105015,ORD-260105-015,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105016,VT-80X200-LG,08:58:50,09:05:49,7.0,TEH-260105016,ORD-260105-016,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105017,RS-180X220-BK,09:05:56,09:13:10,7.2,TEH-260105017,ORD-260105-017,0,0,0,0
小林陽,2026-01-05,SLIP-260105018,VB-60-90X160-BR,09:22:40,09:27:43,5.0,TEH-260105018,ORD-260105-018,0,0,0,0
小林陽,2026-01-05,SLIP-260105019,RS-90X180-WH,09:28:03,09:33:35,5.5,TEH-260105019,ORD-260105-019,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105020,RS-120X200-GY,09:17:15,09:24:48,7.5,TEH-260105020,ORD-260105-020,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105021,VB-50-80X150-IV,09:24:55,09:31:21,6.4,TEH-260105021,ORD-260105-021,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105022,VT-80X200-LG,09:31:27,09:38:05,6.6,TEH-260105022,ORD-260105-022,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105023,RS-180X220-BK,09:38:16,09:45:49,7.5,TEH-260105023,ORD-260105-023,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105024,VB-60-90X160-BR,09:46:06,09:52:32,6.4,TEH-260105024,ORD-260105-024,0,0,0,0
田中玲,2026-01-05,SLIP-260105025,RS-90X180-WH,09:31:32,09:35:24,3.9,TEH-260105025,ORD-260105-025,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105026,RS-120X200-GY,09:52:40,09:59:44,7.1,TEH-260105026,ORD-260105-026,0,0,0,0
田中玲,2026-01-05,SLIP-260105027,VB-50-80X150-IV,09:35:43,09:39:52,4.2,TEH-260105027,ORD-260105-027,0,0,0,0
小林陽,2026-01-05,SLIP-260105028,VT-80X200-LG,09:33:54,09:38:41,4.8,TEH-260105028,ORD-260105-028,0,0,0,0
田中玲,2026-01-05,SLIP-260105029,RS-180X220-BK,09:40:11,09:44:22,4.2,TEH-260105029,ORD-260105-029,0,0,0,0
田中玲,2026-01-05,SLIP-260105030,VB-60-90X160-BR,09:44:30,09:48:39,4.2,TEH-260105030,ORD-260105-030,0,0,0,0
小林陽,2026-01-05,SLIP-260105031,RS-90X180-WH,09:59:15,10:03:59,4.7,TEH-260105031,ORD-260105-031,0,0,0,0
田中玲,2026-01-05,SLIP-260105032,RS-120X200-GY,10:00:58,10:04:40,3.7,TEH-260105032,ORD-260105-032,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105033,VB-50-80X150-IV,09:59:58,10:07:08,7.2,TEH-260105033,ORD-260105-033,0,0,0,0
田中玲,2026-01-05,SLIP-260105034,VT-80X200-LG,10:04:47,10:09:17,4.5,TEH-260105034,ORD-260105-034,0,0,0,0
田中玲,2026-01-05,SLIP-260105035,RS-180X220-BK,10:09:24,10:13:29,4.1,TEH-260105035,ORD-260105-035,0,0,0,0
田中玲,2026-01-05,SLIP-260105036,VB-60-90X160-BR,10:13:46,10:18:02,4.3,TEH-260105036,ORD-260105-036,0,0,0,0
加藤葵,2026-01-05,SLIP-260105037,RS-90X180-WH,09:24:32,09:32:45,8.2,TEH-260105037,ORD-260105-037,0,0,0,0
小林陽,2026-01-05,SLIP-260105038,RS-120X200-GY,10:04:14,10:09:20,5.1,TEH-260105038,ORD-260105-038,0,0,0,0
加藤葵,2026-01-05,SLIP-260105039,VB-50-80X150-IV,09:35:35,09:43:14,7.7,TEH-260105039,ORD-260105-039,0,0,0,0
小林陽,2026-01-05,SLIP-260105040,VT-80X200-LG,10:09:34,10:14:59,5.4,TEH-260105040,ORD-260105-040,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105041,RS-180X220-BK,10:14:07,10:21:12,7.1,TEH-260105041,ORD-260105-041,0,0,0,0
小林陽,2026-01-05,SLIP-260105042,VB-60-90X160-BR,10:15:05,10:20:01,4.9,TEH-260105042,ORD-260105-042,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105043,RS-90X180-WH,10:21:18,10:28:33,7.2,TEH-260105043,ORD-260105-043,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105044,RS-120X200-GY,10:28:40,10:35:52,7.2,TEH-260105044,ORD-260105-044,0,0,0,0
小林陽,2026-01-05,SLIP-260105045,VB-50-80X150-IV,10:20:07,10:25:01,4.9,TEH-260105045,ORD-260105-045,0,0,0,0
小林陽,2026-01-05,SLIP-260105046,VT-80X200-LG,10:25:13,10:29:55,4.7,TEH-260105046,ORD-260105-046,0,0,0,0
田中玲,2026-01-05,SLIP-260105047,RS-180X220-BK,10:35:36,10:39:42,4.1,TEH-260105047,ORD-260105-047,0,0,0,0
小林陽,2026-01-05,SLIP-260105048,VB-60-90X160-BR,10:30:03,10:35:28,5.4,TEH-260105048,ORD-260105-048,0,0,0,0
小林陽,2026-01-05,SLIP-260105049,RS-90X180-WH,10:35:35,10:40:31,4.9,TEH-260105049,ORD-260105-049,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105050,RS-120X200-GY,10:36:01,10:42:22,6.3,TEH-260105050,ORD-260105-050,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105051,VB-50-80X150-IV,10:42:33,10:50:03,7.5,TEH-260105051,ORD-260105-051,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105052,VT-80X200-LG,10:50:16,10:57:40,7.4,TEH-260105052,ORD-260105-052,0,0,0,0
田中玲,2026-01-05,SLIP-260105053,RS-180X220-BK,10:39:54,10:43:48,3.9,TEH-260105053,ORD-260105-053,1,0,0,1
田中玲,2026-01-05,SLIP-260105054,VB-60-90X160-BR,10:43:59,10:47:21,3.4,TEH-260105054,ORD-260105-054,0,0,0,0
小林陽,2026-01-05,SLIP-260105055,RS-90X180-WH,10:40:40,10:46:04,5.4,TEH-260105055,ORD-260105-055,0,0,0,0
小林陽,2026-01-05,SLIP-260105056,RS-120X200-GY,10:46:16,10:51:07,4.8,TEH-260105056,ORD-260105-056,0,0,0,0
小林陽,2026-01-05,SLIP-260105057,VB-50-80X150-IV,10:51:27,10:55:48,4.3,TEH-260105057,ORD-260105-057,0,0,0,0
田中玲,2026-01-05,SLIP-260105058,VT-80X200-LG,10:47:38,10:51:50,4.2,TEH-260105058,ORD-260105-058,0,0,0,0
小林陽,2026-01-05,SLIP-260105059,RS-180X220-BK,10:56:02,11:01:31,5.5,TEH-260105059,ORD-260105-059,0,0,0,0
田中玲,2026-01-05,SLIP-260105060,VB-60-90X160-BR,10:51:57,10:55:52,3.9,TEH-260105060,ORD-260105-060,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105061,RS-90X180-WH,10:57:48,11:05:10,7.4,TEH-260105061,ORD-260105-061,0,0,0,0
田中玲,2026-01-05,SLIP-260105062,RS-120X200-GY,10:56:06,10:59:38,3.5,TEH-260105062,ORD-260105-062,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105063,VB-50-80X150-IV,11:05:20,11:12:24,7.1,TEH-260105063,ORD-260105-063,0,0,0,0
田中玲,2026-01-05,SLIP-260105064,VT-80X200-LG,10:59:54,11:03:29,3.6,TEH-260105064,ORD-260105-064,0,0,0,0
田中玲,2026-01-05,SLIP-260105065,RS-180X220-BK,11:03:49,11:08:07,4.3,TEH-260105065,ORD-260105-065,0,0,0,0
田中玲,2026-01-05,SLIP-260105066,VB-60-90X160-BR,11:08:14,11:13:06,4.9,TEH-260105066,ORD-260105-066,0,0,0,0
加藤葵,2026-01-05,SLIP-260105067,RS-90X180-WH,10:17:30,10:24:56,7.4,TEH-260105067,ORD-260105-067,0,0,0,0
田中玲,2026-01-05,SLIP-260105068,RS-120X200-GY,11:13:14,11:17:12,4.0,TEH-260105068,ORD-260105-068,0,0,0,0
小林陽,2026-01-05,SLIP-260105069,VB-50-80X150-IV,11:01:38,11:06:02,4.4,TEH-260105069,ORD-260105-069,0,0,0,0
小林陽,2026-01-05,SLIP-260105070,VT-80X200-LG,11:06:18,11:11:33,5.2,TEH-260105070,ORD-260105-070,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105071,RS-180X220-BK,11:12:30,11:20:02,7.5,TEH-260105071,ORD-260105-071,0,0,0,0
小林陽,2026-01-05,SLIP-260105072,VB-60-90X160-BR,11:11:46,11:17:13,5.5,TEH-260105072,ORD-260105-072,0,0,0,0
小林陽,2026-01-05,SLIP-260105073,RS-90X180-WH,11:17:25,11:22:10,4.8,TEH-260105073,ORD-260105-073,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105074,RS-120X200-GY,11:20:20,11:26:51,6.5,TEH-260105074,ORD-260105-074,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105075,VB-50-80X150-IV,11:27:10,11:33:19,6.2,TEH-260105075,ORD-260105-075,0,0,0,0
加藤葵,2026-01-05,SLIP-260105076,VT-80X200-LG,10:44:13,10:52:30,8.3,TEH-260105076,ORD-260105-076,0,0,0,0
小林陽,2026-01-05,SLIP-260105077,RS-180X220-BK,11:22:30,11:27:38,5.1,TEH-260105077,ORD-260105-077,0,0,0,0
田中玲,2026-01-05,SLIP-260105078,VB-60-90X160-BR,11:17:20,11:21:18,4.0,TEH-260105078,ORD-260105-078,0,0,0,0
小林陽,2026-01-05,SLIP-260105079,RS-90X180-WH,11:27:48,11:33:00,5.2,TEH-260105079,ORD-260105-079,0,0,0,0
田中玲,2026-01-05,SLIP-260105080,RS-120X200-GY,11:21:36,11:26:01,4.4,TEH-260105080,ORD-260105-080,0,0,0,0
田中玲,2026-01-05,SLIP-260105081,VB-50-80X150-IV,11:26:06,11:30:19,4.2,TEH-260105081,ORD-260105-081,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105082,VT-80X200-LG,11:33:26,11:39:46,6.3,TEH-260105082,ORD-260105-082,0,0,0,0
加藤葵,2026-01-05,SLIP-260105083,RS-180X220-BK,10:52:42,11:01:55,9.2,TEH-260105083,ORD-260105-083,0,0,0,0
田中玲,2026-01-05,SLIP-260105084,VB-60-90X160-BR,11:30:38,11:35:13,4.6,TEH-260105084,ORD-260105-084,0,0,0,0
小林陽,2026-01-05,SLIP-260105085,RS-90X180-WH,11:33:17,11:37:56,4.7,TEH-260105085,ORD-260105-085,0,0,0,0
加藤葵,2026-01-05,SLIP-260105086,RS-120X200-GY,11:05:24,11:13:14,7.8,TEH-260105086,ORD-260105-086,0,0,0,0
田中玲,2026-01-05,SLIP-260105087,VB-50-80X150-IV,11:35:30,11:39:11,3.7,TEH-260105087,ORD-260105-087,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105088,VT-80X200-LG,11:39:56,11:47:25,7.5,TEH-260105088,ORD-260105-088,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105089,RS-180X220-BK,11:47:33,11:54:24,6.8,TEH-260105089,ORD-260105-089,0,0,0,0
田中玲,2026-01-05,SLIP-260105090,VB-60-90X160-BR,11:39:30,11:43:54,4.4,TEH-260105090,ORD-260105-090,0,0,0,0
加藤葵,2026-01-05,SLIP-260105091,RS-90X180-WH,11:13:23,11:21:16,7.9,TEH-260105091,ORD-260105-091,0,0,0,0
加藤葵,2026-01-05,SLIP-260105092,RS-120X200-GY,11:21:23,11:29:08,7.8,TEH-260105092,ORD-260105-092,0,0,0,0
小林陽,2026-01-05,SLIP-260105093,VB-50-80X150-IV,11:38:13,11:43:11,5.0,TEH-260105093,ORD-260105-093,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105094,VT-80X200-LG,13:00:00,13:07:13,7.2,TEH-260105094,ORD-260105-094,0,0,0,0
田中玲,2026-01-05,SLIP-260105095,RS-180X220-BK,11:44:08,11:47:51,3.7,TEH-260105095,ORD-260105-095,0,0,0,0
小林陽,2026-01-05,SLIP-260105096,VB-60-90X160-BR,11:43:17,11:47:49,4.5,TEH-260105096,ORD-260105-096,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105097,RS-90X180-WH,13:07:20,13:13:41,6.3,TEH-260105097,ORD-260105-097,0,0,0,0
小林陽,2026-01-05,SLIP-260105098,RS-120X200-GY,11:48:01,11:53:32,5.5,TEH-260105098,ORD-260105-098,0,0,0,0
田中玲,2026-01-05,SLIP-260105099,VB-50-80X150-IV,11:48:11,11:51:54,3.7,TEH-260105099,ORD-260105-099,0,0,0,0
加藤葵,2026-01-05,SLIP-260105100,VT-80X200-LG,11:29:15,11:36:40,7.4,TEH-260105100,ORD-260105-100,0,0,0,0
加藤葵,2026-01-05,SLIP-260105101,RS-180X220-BK,11:36:53,11:45:10,8.3,TEH-260105101,ORD-260105-101,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105102,VB-60-90X160-BR,13:14:01,13:21:16,7.2,TEH-260105102,ORD-260105-102,0,0,0,0
加藤葵,2026-01-05,SLIP-260105103,RS-90X180-WH,11:45:19,11:54:06,8.8,TEH-260105103,ORD-260105-103,0,0,0,0
小林陽,2026-01-05,SLIP-260105104,RS-120X200-GY,11:53:44,11:58:26,4.7,TEH-260105104,ORD-260105-104,0,0,0,0
田中玲,2026-01-05,SLIP-260105105,VB-50-80X150-IV,11:52:06,11:55:18,3.2,TEH-260105105,ORD-260105-105,0,0,0,0
加藤葵,2026-01-05,SLIP-260105106,VT-80X200-LG,13:00:00,13:07:07,7.1,TEH-260105106,ORD-260105-106,1,0,0,1
加藤葵,2026-01-05,SLIP-260105107,RS-180X220-BK,13:07:22,13:15:17,7.9,TEH-260105107,ORD-260105-107,0,0,0,0
小林陽,2026-01-05,SLIP-260105108,VB-60-90X160-BR,13:00:00,13:05:25,5.4,TEH-260105108,ORD-260105-108,0,0,0,0
田中玲,2026-01-05,SLIP-260105109,RS-90X180-WH,11:55:26,11:59:40,4.2,TEH-260105109,ORD-260105-109,0,0,0,0
田中玲,2026-01-05,SLIP-260105110,RS-120X200-GY,13:00:00,13:03:31,3.5,TEH-260105110,ORD-260105-110,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105111,VB-50-80X150-IV,13:21:35,13:28:37,7.0,TEH-260105111,ORD-260105-111,0,0,0,0
小林陽,2026-01-05,SLIP-260105112,VT-80X200-LG,13:05:42,13:10:23,4.7,TEH-260105112,ORD-260105-112,0,0,0,0
田中玲,2026-01-05,SLIP-260105113,RS-180X220-BK,13:03:41,13:07:38,4.0,TEH-260105113,ORD-260105-113,0,0,0,0
小林陽,2026-01-05,SLIP-260105114,VB-60-90X160-BR,13:10:39,13:15:38,5.0,TEH-260105114,ORD-260105-114,0,0,0,0
小林陽,2026-01-05,SLIP-260105115,RS-90X180-WH,13:15:51,13:21:01,5.2,TEH-260105115,ORD-260105-115,0,0,0,0
田中玲,2026-01-05,SLIP-260105116,RS-120X200-GY,13:07:48,13:11:36,3.8,TEH-260105116,ORD-260105-116,0,0,0,0
小林陽,2026-01-05,SLIP-260105117,VB-50-80X150-IV,13:21:12,13:26:35,5.4,TEH-260105117,ORD-260105-117,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105118,VT-80X200-LG,13:28:51,13:35:24,6.5,TEH-260105118,ORD-260105-118,0,0,0,0
田中玲,2026-01-05,SLIP-260105119,RS-180X220-BK,13:11:47,13:15:12,3.4,TEH-260105119,ORD-260105-119,0,0,0,0
加藤葵,2026-01-05,SLIP-260105120,VB-60-90X160-BR,13:15:36,13:23:30,7.9,TEH-260105120,ORD-260105-120,0,0,0,0
小林陽,2026-01-05,SLIP-260105121,RS-90X180-WH,13:26:49,13:31:25,4.6,TEH-260105121,ORD-260105-121,0,0,0,0
田中玲,2026-01-05,SLIP-260105122,RS-120X200-GY,13:15:26,13:19:14,3.8,TEH-260105122,ORD-260105-122,0,0,0,0
加藤葵,2026-01-05,SLIP-260105123,VB-50-80X150-IV,13:23:41,13:32:43,9.0,TEH-260105123,ORD-260105-123,0,0,0,0
加藤葵,2026-01-05,SLIP-260105124,VT-80X200-LG,13:32:59,13:40:42,7.7,TEH-260105124,ORD-260105-124,0,0,0,0
田中玲,2026-01-05,SLIP-260105125,RS-180X220-BK,13:19:23,13:23:30,4.1,TEH-260105125,ORD-260105-125,0,0,0,0
加藤葵,2026-01-05,SLIP-260105126,VB-60-90X160-BR,13:40:47,13:49:29,8.7,TEH-260105126,ORD-260105-126,0,0,0,0
田中玲,2026-01-05,SLIP-260105127,RS-90X180-WH,13:23:47,13:27:32,3.8,TEH-260105127,ORD-260105-127,0,0,0,0
加藤葵,2026-01-05,SLIP-260105128,RS-120X200-GY,13:49:42,13:57:24,7.7,TEH-260105128,ORD-260105-128,0,0,0,0
田中玲,2026-01-05,SLIP-260105129,VB-50-80X150-IV,13:27:46,13:31:37,3.9,TEH-260105129,ORD-260105-129,0,0,0,0
小林陽,2026-01-05,SLIP-260105130,VT-80X200-LG,13:31:31,13:36:33,5.0,TEH-260105130,ORD-260105-130,0,0,0,0
小林陽,2026-01-05,SLIP-260105131,RS-180X220-BK,13:36:44,13:41:26,4.7,TEH-260105131,ORD-260105-131,0,0,0,0
加藤葵,2026-01-05,SLIP-260105132,VB-60-90X160-BR,13:57:41,14:05:57,8.3,TEH-260105132,ORD-260105-132,0,0,0,0
田中玲,2026-01-05,SLIP-260105133,RS-90X180-WH,13:31:56,13:35:39,3.7,TEH-260105133,ORD-260105-133,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105134,RS-120X200-GY,13:35:29,13:42:25,6.9,TEH-260105134,ORD-260105-134,0,0,0,0
小林陽,2026-01-05,SLIP-260105135,VB-50-80X150-IV,13:41:33,13:47:11,5.6,TEH-260105135,ORD-260105-135,0,0,0,0
田中玲,2026-01-05,SLIP-260105136,VT-80X200-LG,13:35:58,13:40:06,4.1,TEH-260105136,ORD-260105-136,0,0,0,0
加藤葵,2026-01-05,SLIP-260105137,RS-180X220-BK,14:06:08,14:14:08,8.0,TEH-260105137,ORD-260105-137,0,0,0,0
田中玲,2026-01-05,SLIP-260105138,VB-60-90X160-BR,13:40:17,13:44:56,4.7,TEH-260105138,ORD-260105-138,0,0,0,0
田中玲,2026-01-05,SLIP-260105139,RS-90X180-WH,13:45:04,13:48:28,3.4,TEH-260105139,ORD-260105-139,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105140,RS-120X200-GY,13:42:39,13:50:02,7.4,TEH-260105140,ORD-260105-140,0,0,0,0
小林陽,2026-01-05,SLIP-260105141,VB-50-80X150-IV,13:47:23,13:52:30,5.1,TEH-260105141,ORD-260105-141,0,0,0,0
田中玲,2026-01-05,SLIP-260105142,VT-80X200-LG,13:48:43,13:52:47,4.1,TEH-260105142,ORD-260105-142,0,0,0,0
加藤葵,2026-01-05,SLIP-260105143,RS-180X220-BK,14:14:18,14:23:27,9.2,TEH-260105143,ORD-260105-143,0,0,0,0
小林陽,2026-01-05,SLIP-260105144,VB-60-90X160-BR,13:52:45,13:58:19,5.6,TEH-260105144,ORD-260105-144,0,0,0,0
田中玲,2026-01-05,SLIP-260105145,RS-90X180-WH,13:52:55,13:57:06,4.2,TEH-260105145,ORD-260105-145,0,0,0,0
田中玲,2026-01-05,SLIP-260105146,RS-120X200-GY,13:57:13,14:00:50,3.6,TEH-260105146,ORD-260105-146,0,0,0,0
田中玲,2026-01-05,SLIP-260105147,VB-50-80X150-IV,14:00:55,14:05:13,4.3,TEH-260105147,ORD-260105-147,0,0,0,0
小林陽,2026-01-05,SLIP-260105148,VT-80X200-LG,13:58:28,14:03:29,5.0,TEH-260105148,ORD-260105-148,0,0,0,0
加藤葵,2026-01-05,SLIP-260105149,RS-180X220-BK,14:23:44,14:32:10,8.4,TEH-260105149,ORD-260105-149,0,0,0,0
小林陽,2026-01-05,SLIP-260105150,VB-60-90X160-BR,14:03:37,14:09:01,5.4,TEH-260105150,ORD-260105-150,0,0,0,0
田中玲,2026-01-05,SLIP-260105151,RS-90X180-WH,14:05:30,14:09:40,4.2,TEH-260105151,ORD-260105-151,0,0,0,0
田中玲,2026-01-05,SLIP-260105152,RS-120X200-GY,14:09:50,14:13:54,4.1,TEH-260105152,ORD-260105-152,0,0,0,0
小林陽,2026-01-05,SLIP-260105153,VB-50-80X150-IV,14:09:11,14:14:25,5.2,TEH-260105153,ORD-260105-153,0,0,0,0
加藤葵,2026-01-05,SLIP-260105154,VT-80X200-LG,14:32:15,14:39:51,7.6,TEH-260105154,ORD-260105-154,0,0,0,0
田中玲,2026-01-05,SLIP-260105155,RS-180X220-BK,14:14:07,14:18:36,4.5,TEH-260105155,ORD-260105-155,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105156,VB-60-90X160-BR,13:50:11,13:57:04,6.9,TEH-260105156,ORD-260105-156,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105157,RS-90X180-WH,13:57:17,14:04:10,6.9,TEH-260105157,ORD-260105-157,0,0,0,0
小林陽,2026-01-05,SLIP-260105158,RS-120X200-GY,14:14:37,14:20:01,5.4,TEH-260105158,ORD-260105-158,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105159,VB-50-80X150-IV,14:04:28,14:12:02,7.6,TEH-260105159,ORD-260105-159,1,0,0,1
田中玲,2026-01-05,SLIP-260105160,VT-80X200-LG,14:18:44,14:22:51,4.1,TEH-260105160,ORD-260105-160,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105161,RS-180X220-BK,14:12:08,14:18:59,6.8,TEH-260105161,ORD-260105-161,0,0,0,0
加藤葵,2026-01-05,SLIP-260105162,VB-60-90X160-BR,14:39:59,14:47:59,8.0,TEH-260105162,ORD-260105-162,0,0,0,0
小林陽,2026-01-05,SLIP-260105163,RS-90X180-WH,14:20:15,14:25:00,4.8,TEH-260105163,ORD-260105-163,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105164,RS-120X200-GY,14:19:16,14:26:12,6.9,TEH-260105164,ORD-260105-164,0,0,0,0
加藤葵,2026-01-05,SLIP-260105165,VB-50-80X150-IV,14:48:15,14:55:48,7.5,TEH-260105165,ORD-260105-165,0,0,0,0
田中玲,2026-01-05,SLIP-260105166,VT-80X200-LG,14:22:59,14:26:47,3.8,TEH-260105166,ORD-260105-166,0,0,0,0
小林陽,2026-01-05,SLIP-260105167,RS-180X220-BK,14:25:06,14:30:18,5.2,TEH-260105167,ORD-260105-167,0,0,0,0
小林陽,2026-01-05,SLIP-260105168,VB-60-90X160-BR,14:30:35,14:35:14,4.7,TEH-260105168,ORD-260105-168,0,0,0,0
加藤葵,2026-01-05,SLIP-260105169,RS-90X180-WH,14:55:53,15:03:32,7.7,TEH-260105169,ORD-260105-169,0,0,0,0
加藤葵,2026-01-05,SLIP-260105170,RS-120X200-GY,15:03:48,15:10:59,7.2,TEH-260105170,ORD-260105-170,0,0,0,0
田中玲,2026-01-05,SLIP-260105171,VB-50-80X150-IV,14:27:04,14:31:03,4.0,TEH-260105171,ORD-260105-171,0,0,0,0
小林陽,2026-01-05,SLIP-260105172,VT-80X200-LG,14:35:25,14:40:39,5.2,TEH-260105172,ORD-260105-172,0,0,0,0
加藤葵,2026-01-05,SLIP-260105173,RS-180X220-BK,15:11:17,15:19:11,7.9,TEH-260105173,ORD-260105-173,0,0,0,0
田中玲,2026-01-05,SLIP-260105174,VB-60-90X160-BR,14:31:17,14:35:34,4.3,TEH-260105174,ORD-260105-174,0,0,0,0
加藤葵,2026-01-05,SLIP-260105175,RS-90X180-WH,15:19:22,15:27:45,8.4,TEH-260105175,ORD-260105-175,0,0,0,0
田中玲,2026-01-05,SLIP-260105176,RS-120X200-GY,14:35:52,14:39:17,3.4,TEH-260105176,ORD-260105-176,0,0,0,0
田中玲,2026-01-05,SLIP-260105177,VB-50-80X150-IV,14:39:30,14:43:29,4.0,TEH-260105177,ORD-260105-177,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105178,VT-80X200-LG,14:26:17,14:33:30,7.2,TEH-260105178,ORD-260105-178,0,0,0,0
田中玲,2026-01-05,SLIP-260105179,RS-180X220-BK,14:43:36,14:47:19,3.7,TEH-260105179,ORD-260105-179,0,0,0,0
田中玲,2026-01-05,SLIP-260105180,VB-60-90X160-BR,14:47:36,14:52:12,4.6,TEH-260105180,ORD-260105-180,0,0,0,0
田中玲,2026-01-05,SLIP-260105181,RS-90X180-WH,14:52:27,14:56:21,3.9,TEH-260105181,ORD-260105-181,0,0,0,0
田中玲,2026-01-05,SLIP-260105182,RS-120X200-GY,14:56:36,15:00:40,4.1,TEH-260105182,ORD-260105-182,0,0,0,0
田中玲,2026-01-05,SLIP-260105183,VB-50-80X150-IV,15:00:58,15:05:06,4.1,TEH-260105183,ORD-260105-183,0,0,0,0
田中玲,2026-01-05,SLIP-260105184,VT-80X200-LG,15:05:20,15:09:14,3.9,TEH-260105184,ORD-260105-184,0,0,0,0
小林陽,2026-01-05,SLIP-260105185,RS-180X220-BK,14:40:48,14:45:51,5.0,TEH-260105185,ORD-260105-185,0,0,0,0
小林陽,2026-01-05,SLIP-260105186,VB-60-90X160-BR,14:46:05,14:51:30,5.4,TEH-260105186,ORD-260105-186,0,0,0,0
鈴木ミカ,2026-01-05,SLIP-260105187,RS-90X180-WH,14:33:41,14:41:19,7.6,TEH-260105187,ORD-260105-187,0,0,0,0
田中玲,2026-01-05,SLIP-260105188,RS-120X200-GY,15:09:29,15:13:35,4.1,TEH-260105188,ORD-260105-188,0,0,0,0
